"","Code.INSEE","Commune","Population.totale","Département","Région","Densité.d.habitants..hab.km2."
"256",77314,"Montolivet",243,"SEINE-ET-MARNE","ILE-DE-FRANCE",14.8080438757
"257",94017,"Champigny-sur-Marne",75800,"VAL-DE-MARNE","ILE-DE-FRANCE",6702.03359859
"258",91378,"Mauchamps",283,"ESSONNE","ILE-DE-FRANCE",90.4153354633
"259",77168,"Égreville",2182,"SEINE-ET-MARNE","ILE-DE-FRANCE",68.8762626263
"260",77452,"Sigy",47,"SEINE-ET-MARNE","ILE-DE-FRANCE",9.85324947589
"261",77485,"Le Vaudoué",754,"SEINE-ET-MARNE","ILE-DE-FRANCE",43.9393939394
"262",77037,"Bois-le-Roi",5649,"SEINE-ET-MARNE","ILE-DE-FRANCE",813.976945245
"263",78522,"Rochefort-en-Yvelines",937,"YVELINES","ILE-DE-FRANCE",73.3176838811
"264",91521,"Ris-Orangis",26988,"ESSONNE","ILE-DE-FRANCE",3212.85714286
"265",91035,"Authon-la-Plaine",365,"ESSONNE","ILE-DE-FRANCE",34.8282442748
"266",93015,"Coubron",4712,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",1121.9047619
"267",77286,"Meigneux",236,"SEINE-ET-MARNE","ILE-DE-FRANCE",30.3732303732
"268",91414,"Monnerville",400,"ESSONNE","ILE-DE-FRANCE",48.309178744
"269",91432,"Morangis",12592,"ESSONNE","ILE-DE-FRANCE",2617.87941788
"270",91534,"Saclay",3439,"ESSONNE","ILE-DE-FRANCE",250.838803793
"271",78217,"Épône",6473,"YVELINES","ILE-DE-FRANCE",484.143605086
"272",78364,"Marcq",711,"YVELINES","ILE-DE-FRANCE",148.125
"273",95387,"Menouville",91,"VAL-D'OISE","ILE-DE-FRANCE",32.7338129496
"274",77228,"Hondevilliers",240,"SEINE-ET-MARNE","ILE-DE-FRANCE",43.2432432432
"275",78006,"Adainville",753,"YVELINES","ILE-DE-FRANCE",73.6070381232
"276",94077,"Villeneuve-le-Roi",18610,"VAL-DE-MARNE","ILE-DE-FRANCE",2194.5754717
"277",95150,"Chaussy",627,"VAL-D'OISE","ILE-DE-FRANCE",42.5084745763
"278",78305,"Herbeville",265,"YVELINES","ILE-DE-FRANCE",40.8320493066
"279",78401,"Meulan-en-Yvelines",8921,"YVELINES","ILE-DE-FRANCE",2585.79710145
"280",78383,"Maurepas",18928,"YVELINES","ILE-DE-FRANCE",2240
"281",77184,"Flagy",645,"SEINE-ET-MARNE","ILE-DE-FRANCE",89.4590846047
"282",78113,"Brueil-en-Vexin",683,"YVELINES","ILE-DE-FRANCE",91.9246298789
"283",95658,"Vigny",1072,"VAL-D'OISE","ILE-DE-FRANCE",157.415565345
"284",78623,"Le Tremblay-sur-Mauldre",979,"YVELINES","ILE-DE-FRANCE",161.818181818
"285",77234,"Jablines",650,"SEINE-ET-MARNE","ILE-DE-FRANCE",80.5452292441
"286",77113,"Chevru",1081,"SEINE-ET-MARNE","ILE-DE-FRANCE",77.2142857143
"287",94073,"Thiais",29229,"VAL-DE-MARNE","ILE-DE-FRANCE",4538.66459627
"288",77326,"Nandy",5851,"SEINE-ET-MARNE","ILE-DE-FRANCE",681.140861467
"289",77278,"Marolles-en-Brie",395,"SEINE-ET-MARNE","ILE-DE-FRANCE",43.1222707424
"290",95452,"Nointel",846,"VAL-D'OISE","ILE-DE-FRANCE",261.111111111
"291",95052,"Beaumont-sur-Oise",9228,"VAL-D'OISE","ILE-DE-FRANCE",1647.85714286
"292",78403,"Mézy-sur-Seine",1964,"YVELINES","ILE-DE-FRANCE",409.166666667
"293",77291,"Le Mesnil-Amelot",851,"SEINE-ET-MARNE","ILE-DE-FRANCE",86.5717192269
"294",77472,"La Trétoire",441,"SEINE-ET-MARNE","ILE-DE-FRANCE",47.1657754011
"295",91293,"Guigneville-sur-Essonne",923,"ESSONNE","ILE-DE-FRANCE",99.7837837838
"296",95580,"Saint-Witz",2603,"VAL-D'OISE","ILE-DE-FRANCE",341.153342071
"297",77097,"Chartronges",285,"SEINE-ET-MARNE","ILE-DE-FRANCE",34.4202898551
"298",77395,"Rumont",124,"SEINE-ET-MARNE","ILE-DE-FRANCE",18.7594553707
"299",78609,"Tessancourt-sur-Aubette",947,"YVELINES","ILE-DE-FRANCE",212.808988764
"300",77295,"Moisenay",1238,"SEINE-ET-MARNE","ILE-DE-FRANCE",142.626728111
"301",78072,"Boinvilliers",264,"YVELINES","ILE-DE-FRANCE",73.1301939058
"302",78565,"Saint-Martin-des-Champs",317,"YVELINES","ILE-DE-FRANCE",50.9646302251
"303",95177,"Cormeilles-en-Vexin",1133,"VAL-D'OISE","ILE-DE-FRANCE",119.137749737
"304",95625,"Us",1327,"VAL-D'OISE","ILE-DE-FRANCE",120.96627165
"305",77010,"Aubepierre-Ozouer-le-Repos",895,"SEINE-ET-MARNE","ILE-DE-FRANCE",33.3830660201
"306",95258,"Frouville",364,"VAL-D'OISE","ILE-DE-FRANCE",48.8590604027
"307",91685,"Villiers-sur-Orge",3886,"ESSONNE","ILE-DE-FRANCE",2170.94972067
"308",95585,"Sarcelles",58398,"VAL-D'OISE","ILE-DE-FRANCE",6960.42908224
"309",93061,"Le Pré-Saint-Gervais",18075,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",25821.4285714
"310",91067,"Blandy",118,"ESSONNE","ILE-DE-FRANCE",14.9178255373
"311",78344,"Lommoye",647,"YVELINES","ILE-DE-FRANCE",67.5365344468
"312",77095,"Charny",1225,"SEINE-ET-MARNE","ILE-DE-FRANCE",97.687400319
"313",77125,"Condé-Sainte-Libiaire",1416,"SEINE-ET-MARNE","ILE-DE-FRANCE",664.788732394
"314",91525,"Roinville",1243,"ESSONNE","ILE-DE-FRANCE",92.0740740741
"315",78677,"Villette",515,"YVELINES","ILE-DE-FRANCE",111.471861472
"316",91112,"Brouy",128,"ESSONNE","ILE-DE-FRANCE",15.0943396226
"317",95055,"Bellefontaine",433,"VAL-D'OISE","ILE-DE-FRANCE",57.1994715984
"318",91386,"Mennecy",13344,"ESSONNE","ILE-DE-FRANCE",1195.69892473
"319",94047,"Mandres-les-Roses",4415,"VAL-DE-MARNE","ILE-DE-FRANCE",1310.08902077
"320",95428,"Montmorency",20945,"VAL-D'OISE","ILE-DE-FRANCE",4020.15355086
"321",78321,"Jouars-Pontchartrain",5297,"YVELINES","ILE-DE-FRANCE",541.615541922
"322",78601,"Sonchamp",1589,"YVELINES","ILE-DE-FRANCE",34.2604570936
"323",77231,"Isles-les-Meldeuses",776,"SEINE-ET-MARNE","ILE-DE-FRANCE",113.284671533
"324",91200,"Dourdan",10036,"ESSONNE","ILE-DE-FRANCE",326.692708333
"325",91649,"Vert-le-Petit",2682,"ESSONNE","ILE-DE-FRANCE",391.532846715
"326",95154,"Chennevières-lès-Louvres",336,"VAL-D'OISE","ILE-DE-FRANCE",73.0434782609
"327",95476,"Osny",16333,"VAL-D'OISE","ILE-DE-FRANCE",1328.96663954
"328",91552,"Saint-Germain-lès-Arpajon",9324,"ESSONNE","ILE-DE-FRANCE",1477.65451664
"329",91657,"Vigneux-sur-Seine",28289,"ESSONNE","ILE-DE-FRANCE",3150.22271715
"330",77058,"Bussy-Saint-Georges",25135,"SEINE-ET-MARNE","ILE-DE-FRANCE",1647.11664482
"331",77366,"Le Plessis-l'Évêque",257,"SEINE-ET-MARNE","ILE-DE-FRANCE",71.9887955182
"332",91106,"Breux-Jouy",1224,"ESSONNE","ILE-DE-FRANCE",258.773784355
"333",95040,"Avernes",827,"VAL-D'OISE","ILE-DE-FRANCE",66.0015961692
"334",78343,"Les Loges-en-Josas",1546,"YVELINES","ILE-DE-FRANCE",620.883534137
"335",77313,"Montmachoux",233,"SEINE-ET-MARNE","ILE-DE-FRANCE",52.7149321267
"336",77201,"Gastins",684,"SEINE-ET-MARNE","ILE-DE-FRANCE",45.8137977227
"337",78236,"Flexanville",581,"YVELINES","ILE-DE-FRANCE",65.5756207675
"338",78264,"Gambaiseuil",72,"YVELINES","ILE-DE-FRANCE",3.75782881002
"339",92012,"Boulogne-Billancourt",116220,"HAUTS-DE-SEINE","ILE-DE-FRANCE",18897.5609756
"340",91399,"Mespuits",202,"ESSONNE","ILE-DE-FRANCE",20.2404809619
"341",77530,"Voulton",301,"SEINE-ET-MARNE","ILE-DE-FRANCE",11.4492202358
"342",92046,"Malakoff",30768,"HAUTS-DE-SEINE","ILE-DE-FRANCE",14863.7681159
"343",77007,"Argentières",395,"SEINE-ET-MARNE","ILE-DE-FRANCE",153.100775194
"344",93008,"Bobigny",47224,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",7006.52818991
"345",78498,"Poissy",37662,"YVELINES","ILE-DE-FRANCE",2912.76102088
"346",93010,"Bondy",53051,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",9680.83941606
"347",77001,"Achères-la-Forêt",1232,"SEINE-ET-MARNE","ILE-DE-FRANCE",97.933227345
"348",77193,"Forfry",271,"SEINE-ET-MARNE","ILE-DE-FRANCE",46.3247863248
"349",77508,"Villeneuve-le-Comte",1791,"SEINE-ET-MARNE","ILE-DE-FRANCE",93.3298593017
"350",91435,"Morsang-sur-Seine",524,"ESSONNE","ILE-DE-FRANCE",118.552036199
"351",91671,"Villeneuve-sur-Auvers",598,"ESSONNE","ILE-DE-FRANCE",84.2253521127
"352",95205,"Écouen",7313,"VAL-D'OISE","ILE-DE-FRANCE",958.453473132
"353",78090,"Bouafle",2106,"YVELINES","ILE-DE-FRANCE",302.152080344
"354",77034,"Blandy",735,"SEINE-ET-MARNE","ILE-DE-FRANCE",52.0907158044
"355",77204,"Germigny-sous-Coulombs",203,"SEINE-ET-MARNE","ILE-DE-FRANCE",31.1827956989
"356",77294,"Mitry-Mory",18828,"SEINE-ET-MARNE","ILE-DE-FRANCE",628.857715431
"357",78311,"Houilles",31952,"YVELINES","ILE-DE-FRANCE",7148.098434
"358",77081,"Champdeuil",662,"SEINE-ET-MARNE","ILE-DE-FRANCE",163.861386139
"359",78624,"Triel-sur-Seine",11549,"YVELINES","ILE-DE-FRANCE",839.316860465
"360",92040,"Issy-les-Moulineaux",65326,"HAUTS-DE-SEINE","ILE-DE-FRANCE",15370.8235294
"361",77061,"Cannes-Écluse",2540,"SEINE-ET-MARNE","ILE-DE-FRANCE",294.322132097
"362",78163,"Civry-la-Forêt",370,"YVELINES","ILE-DE-FRANCE",39.5721925134
"363",95682,"Villiers-le-Sec",182,"VAL-D'OISE","ILE-DE-FRANCE",57.0532915361
"364",78416,"Montalet-le-Bois",334,"YVELINES","ILE-DE-FRANCE",109.868421053
"365",78518,"Rennemoulin",112,"YVELINES","ILE-DE-FRANCE",50.6787330317
"366",91284,"Les Granges-le-Roi",1080,"ESSONNE","ILE-DE-FRANCE",84.2433697348
"367",93050,"Neuilly-sur-Marne",34005,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",4878.7661406
"368",95529,"Ronquerolles",860,"VAL-D'OISE","ILE-DE-FRANCE",180.672268908
"369",78138,"Chanteloup-les-Vignes",9614,"YVELINES","ILE-DE-FRANCE",2811.11111111
"370",78444,"Neauphlette",881,"YVELINES","ILE-DE-FRANCE",90.1740020471
"371",95056,"Belloy-en-France",2017,"VAL-D'OISE","ILE-DE-FRANCE",211.647429171
"372",92071,"Sceaux",19930,"HAUTS-DE-SEINE","ILE-DE-FRANCE",5536.11111111
"373",95142,"Chars",1862,"VAL-D'OISE","ILE-DE-FRANCE",110.308056872
"374",95298,"Haravilliers",548,"VAL-D'OISE","ILE-DE-FRANCE",49.3693693694
"375",77091,"Les Chapelles-Bourbon",413,"SEINE-ET-MARNE","ILE-DE-FRANCE",64.2301710731
"376",77274,"Marcilly",446,"SEINE-ET-MARNE","ILE-DE-FRANCE",64.450867052
"377",78442,"Neauphle-le-Château",3028,"YVELINES","ILE-DE-FRANCE",1376.36363636
"378",92007,"Bagneux",38002,"HAUTS-DE-SEINE","ILE-DE-FRANCE",9091.38755981
"379",93071,"Sevran",50053,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",6856.57534247
"380",93073,"Tremblay-en-France",34452,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",1525.09960159
"381",78640,"Vélizy-Villacoublay",20711,"YVELINES","ILE-DE-FRANCE",2308.91861761
"382",91137,"Champmotteux",384,"ESSONNE","ILE-DE-FRANCE",50.8609271523
"383",77492,"Verdelot",709,"SEINE-ET-MARNE","ILE-DE-FRANCE",27.6736924278
"384",77417,"Saint-Léger",205,"SEINE-ET-MARNE","ILE-DE-FRANCE",20.9397344229
"385",77327,"Nangis",8165,"SEINE-ET-MARNE","ILE-DE-FRANCE",337.675765095
"386",95627,"Vallangoujard",634,"VAL-D'OISE","ILE-DE-FRANCE",84.3085106383
"387",78396,"Le Mesnil-le-Roi",6408,"YVELINES","ILE-DE-FRANCE",1704.25531915
"388",94003,"Arcueil",20100,"VAL-DE-MARNE","ILE-DE-FRANCE",8626.60944206
"389",77414,"Saint-Hilliers",454,"SEINE-ET-MARNE","ILE-DE-FRANCE",23.8070267436
"390",77235,"Jaignes",291,"SEINE-ET-MARNE","ILE-DE-FRANCE",28.6417322835
"391",77368,"Poigny",496,"SEINE-ET-MARNE","ILE-DE-FRANCE",82.9431438127
"392",91207,"Égly",5314,"ESSONNE","ILE-DE-FRANCE",1335.1758794
"393",78451,"Nézel",1070,"YVELINES","ILE-DE-FRANCE",798.507462687
"394",93057,"Les Pavillons-sous-Bois",22117,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",7548.46416382
"395",77202,"La Genevraye",622,"SEINE-ET-MARNE","ILE-DE-FRANCE",46.6616654164
"396",78087,"Bonnelles",1922,"YVELINES","ILE-DE-FRANCE",178.458681523
"397",95271,"Génicourt",490,"VAL-D'OISE","ILE-DE-FRANCE",75.9689922481
"398",94059,"Le Plessis-Trévise",19095,"VAL-DE-MARNE","ILE-DE-FRANCE",4389.65517241
"399",77425,"Saint-Martin-en-Bière",797,"SEINE-ET-MARNE","ILE-DE-FRANCE",101.013941698
"400",77057,"Bussières",461,"SEINE-ET-MARNE","ILE-DE-FRANCE",55.4753309266
"401",77157,"Dhuisy",281,"SEINE-ET-MARNE","ILE-DE-FRANCE",34.394124847
"402",77233,"Iverny",585,"SEINE-ET-MARNE","ILE-DE-FRANCE",334.285714286
"403",91619,"Torfou",272,"ESSONNE","ILE-DE-FRANCE",78.1609195402
"404",77527,"Voinsles",584,"SEINE-ET-MARNE","ILE-DE-FRANCE",20.4912280702
"405",77440,"Sammeron",1051,"SEINE-ET-MARNE","ILE-DE-FRANCE",170.064724919
"406",78329,"Lainville-en-Vexin",828,"YVELINES","ILE-DE-FRANCE",106.563706564
"407",91022,"Arrancourt",124,"ESSONNE","ILE-DE-FRANCE",16.3804491413
"408",77393,"Rozay-en-Brie",2770,"SEINE-ET-MARNE","ILE-DE-FRANCE",876.582278481
"409",77474,"Trilbardou",652,"SEINE-ET-MARNE","ILE-DE-FRANCE",81.195516812
"410",77426,"Saint-Méry",380,"SEINE-ET-MARNE","ILE-DE-FRANCE",38.1526104418
"411",77250,"Leudon-en-Brie",164,"SEINE-ET-MARNE","ILE-DE-FRANCE",37.528604119
"412",95127,"Cergy",58341,"VAL-D'OISE","ILE-DE-FRANCE",4012.44841816
"413",95612,"Le Thillay",4124,"VAL-D'OISE","ILE-DE-FRANCE",1041.41414141
"414",91359,"Maisse",2698,"ESSONNE","ILE-DE-FRANCE",125.605214153
"415",93047,"Montfermeil",25963,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",4790.22140221
"416",95309,"Hodent",241,"VAL-D'OISE","ILE-DE-FRANCE",54.6485260771
"417",77367,"Le Plessis-Placy",272,"SEINE-ET-MARNE","ILE-DE-FRANCE",33.0097087379
"418",77162,"Doue",1009,"SEINE-ET-MARNE","ILE-DE-FRANCE",50.45
"419",77203,"Germigny-l'Évêque",1357,"SEINE-ET-MARNE","ILE-DE-FRANCE",115.784982935
"420",94044,"Limeil-Brévannes",20663,"VAL-DE-MARNE","ILE-DE-FRANCE",2960.31518625
"421",77310,"Montigny-le-Guesdier",298,"SEINE-ET-MARNE","ILE-DE-FRANCE",37.8172588832
"422",77386,"Recloses",699,"SEINE-ET-MARNE","ILE-DE-FRANCE",74.9196141479
"423",77282,"Mauregard",317,"SEINE-ET-MARNE","ILE-DE-FRANCE",36.3115693013
"424",91248,"La Forêt-Sainte-Croix",157,"ESSONNE","ILE-DE-FRANCE",29.7348484848
"425",91593,"Sermaise",1666,"ESSONNE","ILE-DE-FRANCE",120.375722543
"426",77275,"Les Marêts",154,"SEINE-ET-MARNE","ILE-DE-FRANCE",28.8389513109
"427",95480,"Parmain",5553,"VAL-D'OISE","ILE-DE-FRANCE",627.457627119
"428",77226,"Héricy",2538,"SEINE-ET-MARNE","ILE-DE-FRANCE",236.533084809
"429",77322,"Moussy-le-Neuf",2935,"SEINE-ET-MARNE","ILE-DE-FRANCE",197.643097643
"430",77119,"Clos-Fontaine",265,"SEINE-ET-MARNE","ILE-DE-FRANCE",44.3143812709
"431",77505,"Villemareuil",397,"SEINE-ET-MARNE","ILE-DE-FRANCE",37.1028037383
"432",93032,"Gagny",39378,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",5633.47639485
"433",77501,"Villecerf",704,"SEINE-ET-MARNE","ILE-DE-FRANCE",64.4688644689
"434",77067,"Cesson",9092,"SEINE-ET-MARNE","ILE-DE-FRANCE",1302.57879656
"435",77085,"Chanteloup-en-Brie",2403,"SEINE-ET-MARNE","ILE-DE-FRANCE",755.660377358
"436",91473,"Orveau",196,"ESSONNE","ILE-DE-FRANCE",45.9016393443
"437",77099,"Château-Landon",3125,"SEINE-ET-MARNE","ILE-DE-FRANCE",106.184165817
"438",77436,"Saint-Siméon",874,"SEINE-ET-MARNE","ILE-DE-FRANCE",67.3862760216
"439",78020,"Arnouville-lès-Mantes",864,"YVELINES","ILE-DE-FRANCE",87.2727272727
"440",78384,"Médan",1436,"YVELINES","ILE-DE-FRANCE",493.470790378
"441",91318,"Janville-sur-Juine",1902,"ESSONNE","ILE-DE-FRANCE",179.603399433
"442",78397,"Le Mesnil-Saint-Denis",6611,"YVELINES","ILE-DE-FRANCE",728.083700441
"443",78647,"Vert",797,"YVELINES","ILE-DE-FRANCE",211.968085106
"444",91363,"Marcoussis",7987,"ESSONNE","ILE-DE-FRANCE",476.835820896
"445",95370,"Marines",3313,"VAL-D'OISE","ILE-DE-FRANCE",399.638118215
"446",91339,"Linas",6519,"ESSONNE","ILE-DE-FRANCE",857.763157895
"447",78551,"Saint-Germain-en-Laye",40653,"YVELINES","ILE-DE-FRANCE",822.935222672
"448",77263,"Luisetaines",238,"SEINE-ET-MARNE","ILE-DE-FRANCE",46.7583497053
"449",77387,"Remauville",475,"SEINE-ET-MARNE","ILE-DE-FRANCE",43.7384898711
"450",91038,"Auvers-Saint-Georges",1237,"ESSONNE","ILE-DE-FRANCE",97.0196078431
"451",95102,"Bréançon",362,"VAL-D'OISE","ILE-DE-FRANCE",33.8951310861
"452",78431,"Morainvilliers",2473,"YVELINES","ILE-DE-FRANCE",331.501340483
"453",92076,"Vaucresson",8612,"HAUTS-DE-SEINE","ILE-DE-FRANCE",2787.05501618
"454",95213,"Épiais-Rhus",649,"VAL-D'OISE","ILE-DE-FRANCE",61.927480916
"455",78545,"Saint-Cyr-l'École",17655,"YVELINES","ILE-DE-FRANCE",3454.99021526
"456",78231,"Favrieux",149,"YVELINES","ILE-DE-FRANCE",46.8553459119
"457",92060,"Le Plessis-Robinson",28113,"HAUTS-DE-SEINE","ILE-DE-FRANCE",8244.28152493
"458",95212,"Épiais-lès-Louvres",98,"VAL-D'OISE","ILE-DE-FRANCE",28.5714285714
"459",91326,"Juvisy-sur-Orge",14924,"ESSONNE","ILE-DE-FRANCE",6692.37668161
"460",93048,"Montreuil",103068,"SEINE-SAINT-DENIS","ILE-DE-FRANCE",11580.6741573
"461",77301,"Montceaux-lès-Provins",333,"SEINE-ET-MARNE","ILE-DE-FRANCE",21.6093445814
"462",95348,"Longuesse",532,"VAL-D'OISE","ILE-DE-FRANCE",62.2950819672
"463",77140,"Coutençon",289,"SEINE-ET-MARNE","ILE-DE-FRANCE",46.463022508
"464",77102,"Châtenoy",155,"SEINE-ET-MARNE","ILE-DE-FRANCE",31.25
"465",77005,"Annet-sur-Marne",3229,"SEINE-ET-MARNE","ILE-DE-FRANCE",246.676852559
"466",77429,"Saint-Ouen-sur-Morin",557,"SEINE-ET-MARNE","ILE-DE-FRANCE",148.138297872
"467",95026,"Asnières-sur-Oise",2531,"VAL-D'OISE","ILE-DE-FRANCE",178.616796048
"468",78686,"Viroflay",15723,"YVELINES","ILE-DE-FRANCE",4492.28571429
"469",77372,"Pomponne",3547,"SEINE-ET-MARNE","ILE-DE-FRANCE",485.890410959
"470",95023,"Arronville",656,"VAL-D'OISE","ILE-DE-FRANCE",40.9743910056
"471",95331,"Lassy",185,"VAL-D'OISE","ILE-DE-FRANCE",93.4343434343
"472",77079,"Champagne-sur-Seine",6499,"SEINE-ET-MARNE","ILE-DE-FRANCE",889.056087551
"473",77454,"Sognolles-en-Montois",420,"SEINE-ET-MARNE","ILE-DE-FRANCE",40.8958130477
"474",77462,"Thieux",801,"SEINE-ET-MARNE","ILE-DE-FRANCE",66.6389351082
"475",77438,"Saint-Thibault-des-Vignes",6259,"SEINE-ET-MARNE","ILE-DE-FRANCE",1366.59388646
"476",91075,"Bois-Herpin",76,"ESSONNE","ILE-DE-FRANCE",19.1435768262
"477",77080,"Champcenest",147,"SEINE-ET-MARNE","ILE-DE-FRANCE",11.5566037736
"478",92002,"Antony",62012,"HAUTS-DE-SEINE","ILE-DE-FRANCE",6486.61087866
"479",78152,"Chavenay",1892,"YVELINES","ILE-DE-FRANCE",308.646003263
"480",77364,"Le Plessis-aux-Bois",236,"SEINE-ET-MARNE","ILE-DE-FRANCE",69.2082111437
"481",78404,"Millemont",248,"YVELINES","ILE-DE-FRANCE",42.6850258176
"482",77200,"Garentreville",103,"SEINE-ET-MARNE","ILE-DE-FRANCE",15.9442724458
"483",77446,"Savins",621,"SEINE-ET-MARNE","ILE-DE-FRANCE",93.8066465257
"484",78162,"Choisel",535,"YVELINES","ILE-DE-FRANCE",59.7098214286
"485",94015,"Bry-sur-Marne",15987,"VAL-DE-MARNE","ILE-DE-FRANCE",4800.9009009
"486",91519,"Richarville",406,"ESSONNE","ILE-DE-FRANCE",38.7404580153
"487",77344,"Oissery",2124,"SEINE-ET-MARNE","ILE-DE-FRANCE",140.383344349
"488",77444,"Sancy-lès-Provins",340,"SEINE-ET-MARNE","ILE-DE-FRANCE",18.6301369863
"489",77225,"La Haute-Maison",363,"SEINE-ET-MARNE","ILE-DE-FRANCE",28.0525502318
"490",91665,"La Ville-du-Bois",7118,"ESSONNE","ILE-DE-FRANCE",2005.07042254
"491",78335,"Limay",16304,"YVELINES","ILE-DE-FRANCE",1412.82495667
"492",95018,"Argenteuil",104282,"VAL-D'OISE","ILE-DE-FRANCE",5996.66474986
"493",78362,"Mantes-la-Ville",19839,"YVELINES","ILE-DE-FRANCE",3179.32692308
"494",77475,"Trilport",4866,"SEINE-ET-MARNE","ILE-DE-FRANCE",445.196706313
"495",78076,"Boissets",267,"YVELINES","ILE-DE-FRANCE",67.7664974619
"496",95539,"Saint-Brice-sous-Forêt",14361,"VAL-D'OISE","ILE-DE-FRANCE",2397.49582638
"497",91570,"Saint-Michel-sur-Orge",20224,"ESSONNE","ILE-DE-FRANCE",3801.5037594
"498",91654,"Videlles",647,"ESSONNE","ILE-DE-FRANCE",73.606370876
"499",77309,"Monthyon",1644,"SEINE-ET-MARNE","ILE-DE-FRANCE",135.643564356
"500",78317,"Jambville",826,"YVELINES","ILE-DE-FRANCE",168.228105906
"501",78638,"Vaux-sur-Seine",4798,"YVELINES","ILE-DE-FRANCE",569.15776987
"502",77484,"Vaucourtois",213,"SEINE-ET-MARNE","ILE-DE-FRANCE",46.0043196544
"503",91001,"Abbéville-la-Rivière",279,"ESSONNE","ILE-DE-FRANCE",18.6
"504",78125,"La Celle-les-Bordes",909,"YVELINES","ILE-DE-FRANCE",39.7637795276
"505",91041,"Avrainville",777,"ESSONNE","ILE-DE-FRANCE",83.7284482759
"506",91223,"Étampes",24013,"ESSONNE","ILE-DE-FRANCE",521.908280809
"507",77082,"Champeaux",810,"SEINE-ET-MARNE","ILE-DE-FRANCE",61.8792971734
"508",94067,"Saint-Mandé",22292,"VAL-DE-MARNE","ILE-DE-FRANCE",24768.8888889
"509",95554,"Saint-Gervais",961,"VAL-D'OISE","ILE-DE-FRANCE",71.609538003
"510",91045,"Ballancourt-sur-Essonne",7425,"ESSONNE","ILE-DE-FRANCE",651.88762072
"511",95157,"Chérence",153,"VAL-D'OISE","ILE-DE-FRANCE",17.6878612717
"512",95365,"Mareil-en-France",700,"VAL-D'OISE","ILE-DE-FRANCE",100.143061516
"513",91080,"Boissy-le-Cutté",1319,"ESSONNE","ILE-DE-FRANCE",286.739130435
